full_text,image_url,network,body,display,platform,performance,memory,camera,sound,communications,features,battery,accessories,case_folding,cleaning,normalized,tokenize,Filtering/stopword_removal,stemming_data,ocr_text,combined_text,pred_network,pred_body,pred_display,pred_platform,pred_performance,pred_memory,pred_camera,pred_sound,pred_communications,pred_features,pred_battery,pred_accessories
Kadang sinyal full tapi kecepatan internet lemot parah,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kadang sinyal full tapi kecepatan internet lemot parah,kadang sinyal full tapi kecepatan internet lemot parah,kadang sinyal full tapi cepat internet lot parah,"['kadang', 'sinyal', 'full', 'tapi', 'cepat', 'internet', 'lot', 'parah']","['kadang', 'sinyal', 'full', 'cepat', 'internet', 'lot', 'parah']",kadang sinyal full cepat internet lot parah,,Kadang sinyal full tapi kecepatan internet lemot parah ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dual SIM bikin manajemen kartu jadi lebih praktis.,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dual sim bikin manajemen kartu jadi lebih praktis.,dual sim bikin manajemen kartu jadi lebih praktis,dual sim bikin manajemen kartu jadi lebih praktis,"['dual', 'sim', 'bikin', 'manajemen', 'kartu', 'jadi', 'lebih', 'praktis']","['dual', 'sim', 'bikin', 'manajemen', 'kartu', 'praktis']",dual sim bikin manajemen kartu praktis,,Dual SIM bikin manajemen kartu jadi lebih praktis. ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koneksi antar perangkat lebih cepat dan responsif.,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,koneksi antar perangkat lebih cepat dan responsif.,koneksi antar perangkat lebih cepat dan responsif,koneksi antar perangkat lebih cepat dan responsif,"['koneksi', 'antar', 'perangkat', 'lebih', 'cepat', 'dan', 'responsif']","['koneksi', 'perangkat', 'cepat', 'responsif']",koneksi perangkat cepat responsif,,Koneksi antar perangkat lebih cepat dan responsif. ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bisa download update iOS dalam hitungan menit!,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bisa download update ios dalam hitungan menit!,bisa download update ios dalam hitungan menit,bisa download update ios dalam hitung menit,"['bisa', 'download', 'update', 'ios', 'dalam', 'hitung', 'menit']","['download', 'update', 'ios', 'hitung', 'menit']",download update ios hitung menit,,Bisa download update iOS dalam hitungan menit! ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonta-ganti jaringan dari WiFi ke seluler sering ada delay.,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gonta-ganti jaringan dari wifi ke seluler sering ada delay.,gontaganti jaringan dari wifi ke seluler sering ada delay,gontaganti jaring dari wifi ke seluler sering ada delay,"['gontaganti', 'jaring', 'dari', 'wifi', 'ke', 'seluler', 'sering', 'ada', 'delay']","['gontaganti', 'jaring', 'wifi', 'seluler', 'delay']",gontaganti jaring wifi seluler delay,,Gonta-ganti jaringan dari WiFi ke seluler sering ada delay. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baru sadar jaringan lebih stabil saat upload file besar,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baru sadar jaringan lebih stabil saat upload file besar,baru sadar jaringan lebih stabil saat upload file besar,baru sadar jaring lebih stabil saat upload file besar,"['baru', 'sadar', 'jaring', 'lebih', 'stabil', 'saat', 'upload', 'file', 'besar']","['sadar', 'jaring', 'stabil', 'upload', 'file']",sadar jaring stabil upload file,,Baru sadar jaringan lebih stabil saat upload file besar ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sinyal tetap kuat meskipun di daerah terpencil,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sinyal tetap kuat meskipun di daerah terpencil,sinyal tetap kuat meskipun di daerah terpencil,sinyal tetap kuat meski di daerah pencil,"['sinyal', 'tetap', 'kuat', 'meski', 'di', 'daerah', 'pencil']","['sinyal', 'kuat', 'daerah', 'pencil']",sinyal kuat daerah pencil,,Sinyal tetap kuat meskipun di daerah terpencil ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kadang harus matikan WiFi dulu biar internet jalan.,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kadang harus matikan wifi dulu biar internet jalan.,kadang harus matikan wifi dulu biar internet jalan,kadang harus mati wifi dulu biar internet jalan,"['kadang', 'harus', 'mati', 'wifi', 'dulu', 'biar', 'internet', 'jalan']","['kadang', 'mati', 'wifi', 'biar', 'internet', 'jalan']",kadang mati wifi biar internet jalan,,Kadang harus matikan WiFi dulu biar internet jalan. ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sekarang nggak perlu takut lost connection pas lagi call penting,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sekarang nggak perlu takut lost connection pas lagi call penting,sekarang nggak perlu takut lost connection pas lagi call penting,sekarang nggak perlu takut lost connection pas lagi call penting,"['sekarang', 'nggak', 'perlu', 'takut', 'lost', 'connection', 'pas', 'lagi', 'call', 'penting']","['nggak', 'takut', 'lost', 'connection', 'pas', 'call']",nggak takut lost connection pas call,,Sekarang nggak perlu takut lost connection pas lagi call penting ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saat naik gunung cuma iPhone 16 yang masih dapet sinyal,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,saat naik gunung cuma iphone 16 yang masih dapet sinyal,saat naik gunung cuma iphone  yang masih dapet sinyal,saat naik gunung cuma iphone yang masih dapet sinyal,"['saat', 'naik', 'gunung', 'cuma', 'iphone', 'yang', 'masih', 'dapet', 'sinyal']","['gunung', 'dapet', 'sinyal']",gunung dapet sinyal,,Saat naik gunung cuma iPhone 16 yang masih dapet sinyal ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WiFi di iPhone 16 lebih pintar dalam memilih sinyal terbaik,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wifi di iphone 16 lebih pintar dalam memilih sinyal terbaik,wifi di iphone  lebih pintar dalam memilih sinyal terbaik,wifi di iphone lebih pintar dalam pilih sinyal baik,"['wifi', 'di', 'iphone', 'lebih', 'pintar', 'dalam', 'pilih', 'sinyal', 'baik']","['wifi', 'pintar', 'pilih', 'sinyal']",wifi pintar pilih sinyal,,WiFi di iPhone 16 lebih pintar dalam memilih sinyal terbaik ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tethering ke beberapa perangkat tetap lancar dan cepat.,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tethering ke beberapa perangkat tetap lancar dan cepat.,tethering ke beberapa perangkat tetap lancar dan cepat,tethering ke beberapa perangkat tetap lancar dan cepat,"['tethering', 'ke', 'beberapa', 'perangkat', 'tetap', 'lancar', 'dan', 'cepat']","['tethering', 'perangkat', 'lancar', 'cepat']",tethering perangkat lancar cepat,,Tethering ke beberapa perangkat tetap lancar dan cepat. ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stabil banget buat online meeting nggak ada putusputus lagi,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stabil banget buat online meeting nggak ada putusputus lagi,stabil banget buat online meeting nggak ada putusputus lagi,stabil banget buat online meeting nggak ada putusputus lagi,"['stabil', 'banget', 'buat', 'online', 'meeting', 'nggak', 'ada', 'putusputus', 'lagi']","['stabil', 'banget', 'online', 'meeting', 'nggak', 'putusputus']",stabil banget online meeting nggak putusputus,,Stabil banget buat online meeting nggak ada putusputus lagi ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenapa FaceTime sering putus sendiri?,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kenapa facetime sering putus sendiri?,kenapa facetime sering putus sendiri,kenapa facetime sering putus sendiri,"['kenapa', 'facetime', 'sering', 'putus', 'sendiri']","['facetime', 'putus']",facetime putus,,Kenapa FaceTime sering putus sendiri? ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Main game online suka lag bikin kalah terus,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,main game online suka lag bikin kalah terus,main game online suka lag bikin kalah terus,main game online suka lag bikin kalah terus,"['main', 'game', 'online', 'suka', 'lag', 'bikin', 'kalah', 'terus']","['main', 'game', 'online', 'suka', 'lag', 'bikin', 'kalah']",main game online suka lag bikin kalah,,Main game online suka lag bikin kalah terus ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sinyal HP sering hilang saat cuaca buruk!,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sinyal hp sering hilang saat cuaca buruk!,sinyal hp sering hilang saat cuaca buruk,sinyal hp sering hilang saat cuaca buruk,"['sinyal', 'hp', 'sering', 'hilang', 'saat', 'cuaca', 'buruk']","['sinyal', 'hp', 'hilang', 'cuaca', 'buruk']",sinyal hp hilang cuaca buruk,,Sinyal HP sering hilang saat cuaca buruk! ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPS suka delay saat digunakan buat navigasi!,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gps suka delay saat digunakan buat navigasi!,gps suka delay saat digunakan buat navigasi,gps suka delay saat guna buat navigasi,"['gps', 'suka', 'delay', 'saat', 'guna', 'buat', 'navigasi']","['gps', 'suka', 'delay', 'navigasi']",gps suka delay navigasi,,GPS suka delay saat digunakan buat navigasi! ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sering error pas pakai AirDrop karena sinyal nggak stabil!,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sering error pas pakai airdrop karena sinyal nggak stabil!,sering error pas pakai airdrop karena sinyal nggak stabil,sering error pas pakai airdrop karena sinyal nggak stabil,"['sering', 'error', 'pas', 'pakai', 'airdrop', 'karena', 'sinyal', 'nggak', 'stabil']","['error', 'pas', 'pakai', 'airdrop', 'sinyal', 'nggak', 'stabil']",error pas pakai airdrop sinyal nggak stabil,,Sering error pas pakai AirDrop karena sinyal nggak stabil! ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaringan putus saat meeting penting gagal total,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jaringan putus saat meeting penting gagal total,jaringan putus saat meeting penting gagal total,jaring putus saat meeting penting gagal total,"['jaring', 'putus', 'saat', 'meeting', 'penting', 'gagal', 'total']","['jaring', 'putus', 'meeting', 'gagal', 'total']",jaring putus meeting gagal total,,Jaringan putus saat meeting penting gagal total ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Versi terbaru Internet Nirkabel (Wi-Fi 7 / 802.11be) dirilis pada Jan '24? Dan JAUH lebih cepat dibandingkan Wi-Fi generasi sebelumnya,https://pbs.twimg.com/media/GXcq08MX0AA2GeR.png,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,versi terbaru internet nirkabel (wi-fi 7 / 802.11be) dirilis pada jan '24? dan jauh lebih cepat dibandingkan wi-fi generasi sebelumnya,versi terbaru internet nirkabel wifi   be dirilis pada jan  dan jauh lebih cepat dibandingkan wifi generasi sebelumnya,versi baru internet nirkabel wifi be rilis pada jan dan jauh lebih cepat banding wifi generasi belum,"['versi', 'baru', 'internet', 'nirkabel', 'wifi', 'be', 'rilis', 'pada', 'jan', 'dan', 'jauh', 'lebih', 'cepat', 'banding', 'wifi', 'generasi', 'belum']","['versi', 'internet', 'nirkabel', 'wifi', 'be', 'rilis', 'jan', 'cepat', 'banding', 'wifi', 'generasi']",versi internet nirkabel wifi be rilis jan cepat banding wifi generasi,,Versi terbaru Internet Nirkabel (Wi-Fi 7 / 802.11be) dirilis pada Jan '24? Dan JAUH lebih cepat dibandingkan Wi-Fi generasi sebelumnya ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streaming musik lossless tanpa kendala.,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,streaming musik lossless tanpa kendala.,streaming musik lossless tanpa kendala,streaming musik lossless tanpa kendala,"['streaming', 'musik', 'lossless', 'tanpa', 'kendala']","['streaming', 'musik', 'lossless', 'kendala']",streaming musik lossless kendala,,Streaming musik lossless tanpa kendala. ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
