full_text,image_url,network,body,display,platform,performance,memory,camera,sound,communications,features,battery,accessories,case_folding,cleaning,normalized,tokenize,Filtering/stopword_removal,stemming_data,ocr_text,combined_text,pred_network,pred_body,pred_display,pred_platform,pred_performance,pred_memory,pred_camera,pred_sound,pred_communications,pred_features,pred_battery,pred_accessories
"Performa memory iPhone 16 inkonsisten, sering terjadi error atau crash yang berkaitan dengan memory.""",0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"performa memory iphone 16 inkonsisten, sering terjadi error atau crash yang berkaitan dengan memory.""",performa memory iphone  inkonsisten sering terjadi error atau crash yang berkaitan dengan memory,performa memory iphone inkonsisten sering terjadi error atau crash yang berkaitan dengan memory,"['performa', 'memory', 'iphone', 'inkonsisten', 'sering', 'terjadi', 'error', 'atau', 'crash', 'yang', 'berkaitan', 'dengan', 'memory']","['performa', 'memory', 'inkonsisten', 'error', 'crash', 'berkaitan', 'memory']",performa memory inkonsisten error crash kait memory,,"Performa memory iPhone 16 inkonsisten, sering terjadi error atau crash yang berkaitan dengan memory."" ",0,0,0,0,0,1,0,0,0,0,0,0
"Layar iPhone 16 ini phenomenal, tampilan layarnya dahsyat dan memukau, inovasi visualnya memikat.",0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"layar iphone 16 ini phenomenal, tampilan layarnya dahsyat dan memukau, inovasi visualnya memikat.",layar iphone  ini phenomenal tampilan layarnya dahsyat dan memukau inovasi visualnya memikat,layar iphone ini phenomenal tampilan layarnya dahsyat dan memukau inovasi visualnya memikat,"['layar', 'iphone', 'ini', 'phenomenal', 'tampilan', 'layarnya', 'dahsyat', 'dan', 'memukau', 'inovasi', 'visualnya', 'memikat']","['layar', 'phenomenal', 'tampilan', 'layarnya', 'dahsyat', 'memukau', 'inovasi', 'visualnya', 'memikat']",layar phenomenal tampil layar dahsyat pukau inovasi visual mikat,,"Layar iPhone 16 ini phenomenal, tampilan layarnya dahsyat dan memukau, inovasi visualnya memikat. ",0,0,2,0,0,0,0,0,0,0,0,0
"Output kamera iPhone 16 tidak tahan lama performanya, rentan menurun kualitas output atau rusak dalam beberapa tahun pemakaian, cepat aus.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"output kamera iphone 16 tidak tahan lama performanya, rentan menurun kualitas output atau rusak dalam beberapa tahun pemakaian, cepat aus.",output kamera iphone  tidak tahan lama performanya rentan menurun kualitas output atau rusak dalam beberapa tahun pemakaian cepat aus,output kamera iphone tidak tahan lama performanya rentan menurun kualitas output atau rusak dalam beberapa tahun pemakaian cepat aus,"['output', 'kamera', 'iphone', 'tidak', 'tahan', 'lama', 'performanya', 'rentan', 'menurun', 'kualitas', 'output', 'atau', 'rusak', 'dalam', 'beberapa', 'tahun', 'pemakaian', 'cepat', 'aus']","['output', 'kamera', 'tahan', 'performanya', 'rentan', 'menurun', 'kualitas', 'output', 'rusak', 'pemakaian', 'cepat', 'aus']",output kamera tahan performa rentan turun kualitas output rusak pakai cepat aus,,"Output kamera iPhone 16 tidak tahan lama performanya, rentan menurun kualitas output atau rusak dalam beberapa tahun pemakaian, cepat aus. ",0,0,0,0,0,0,1,0,0,0,0,0
"Main game battle royale rank tinggi memory di iPhone 16 ini gak nyaman performanya, performanya turun naik memory di rank tertinggi dan grafisnya burik memory meski digunakan hanya sebentar.""",0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"main game battle royale rank tinggi memory di iphone 16 ini gak nyaman performanya, performanya turun naik memory di rank tertinggi dan grafisnya burik memory meski digunakan hanya sebentar.""",main game battle royale rank tinggi memory di iphone  ini gak nyaman performanya performanya turun naik memory di rank tertinggi dan grafisnya burik memory meski digunakan hanya sebentar,main game battle royale rank tinggi memory di iphone ini enggak nyaman performanya performanya turun naik memory di rank tertinggi dan grafisnya burik memory meski digunakan hanya sebentar,"['main', 'game', 'battle', 'royale', 'rank', 'tinggi', 'memory', 'di', 'iphone', 'ini', 'enggak', 'nyaman', 'performanya', 'performanya', 'turun', 'naik', 'memory', 'di', 'rank', 'tertinggi', 'dan', 'grafisnya', 'burik', 'memory', 'meski', 'digunakan', 'hanya', 'sebentar']","['main', 'game', 'battle', 'royale', 'rank', 'memory', 'nyaman', 'performanya', 'performanya', 'turun', 'memory', 'rank', 'tertinggi', 'grafisnya', 'burik', 'memory', 'sebentar']",main game battle royale rank memory nyaman performa performa turun memory rank tinggi grafis burik memory sebentar,,"Main game battle royale rank tinggi memory di iPhone 16 ini gak nyaman performanya, performanya turun naik memory di rank tertinggi dan grafisnya burik memory meski digunakan hanya sebentar."" ",0,0,0,0,0,1,0,0,0,0,0,0
"Widget IOS 18 iPhone 16 ini *terlalu static, *gak ada dynamic content, *kurang live information, jadi *terlalu pasif dan kurang berguna.",0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"widget ios 18 iphone 16 ini *terlalu static, *gak ada dynamic content, *kurang live information, jadi *terlalu pasif dan kurang berguna.",widget ios  iphone  ini terlalu static gak ada dynamic content kurang live information jadi terlalu pasif dan kurang berguna,widget ios iphone ini terlalu static enggak ada dynamic content kurang live information jadi terlalu pasif dan kurang berguna,"['widget', 'ios', 'iphone', 'ini', 'terlalu', 'static', 'enggak', 'ada', 'dynamic', 'content', 'kurang', 'live', 'information', 'jadi', 'terlalu', 'pasif', 'dan', 'kurang', 'berguna']","['widget', 'ios', 'static', 'dynamic', 'content', 'live', 'information', 'pasif', 'berguna']",widget ios static dynamic content live information pasif guna,,"Widget IOS 18 iPhone 16 ini *terlalu static, *gak ada dynamic content, *kurang live information, jadi *terlalu pasif dan kurang berguna. ",0,0,0,1,0,0,0,0,0,0,0,0
"Control Center IOS 18 iPhone 16 ini praktis banget, tinggal swipe langsung muncul semua pengaturan penting.",0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"control center ios 18 iphone 16 ini praktis banget, tinggal swipe langsung muncul semua pengaturan penting.",control center ios  iphone  ini praktis banget tinggal swipe langsung muncul semua pengaturan penting,control center ios iphone ini praktis banget tinggal swipe langsung muncul semua pengaturan penting,"['control', 'center', 'ios', 'iphone', 'ini', 'praktis', 'banget', 'tinggal', 'swipe', 'langsung', 'muncul', 'semua', 'pengaturan', 'penting']","['control', 'center', 'ios', 'praktis', 'banget', 'tinggal', 'swipe', 'langsung', 'muncul', 'pengaturan']",control center ios praktis banget tinggal swipe langsung muncul atur,,"Control Center IOS 18 iPhone 16 ini praktis banget, tinggal swipe langsung muncul semua pengaturan penting. ",0,0,0,2,0,0,0,0,0,0,0,0
" iPhone 15 vs. iPhone 16: Chip A18 lebih cepat, kamera lebih baik, baterai lebih lama, dan audio spasial di iPhone 16! Yang mana yang akan Anda pilih? #iPhone16 #TechUpgrade #iPhone15vs16 #Apple https://t.co/YuNVFek4RC https://t.co/WkbFXrslOp",https://pbs.twimg.com/media/GX36bPeW0AAZXeJ.jpg,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0," iphone 15 vs. iphone 16: chip a18 lebih cepat, kamera lebih baik, baterai lebih lama, dan audio spasial di iphone 16! yang mana yang akan anda pilih? #iphone16 #techupgrade #iphone15vs16 #apple https://t.co/yunvfek4rc https://t.co/wkbfxrslop", iphone  vs iphone  chip a18 lebih cepat kamera lebih baik baterai lebih lama dan audio spasial di iphone  yang mana yang akan anda pilih iphone16 techupgrade iphone15vs16 apple httpstcoyunvfek4rc httpstcowkbfxrslop,iphone vs iphone chip a18 lebih cepat kamera lebih baik baterai lebih lama dan audio spasial di iphone yang mana yang akan anda pilih iphone16 techupgrade iphone15vs16 apple httpstcoyunvfek4rc httpstcowkbfxrslop,"['iphone', 'vs', 'iphone', 'chip', 'a18', 'lebih', 'cepat', 'kamera', 'lebih', 'baik', 'baterai', 'lebih', 'lama', 'dan', 'audio', 'spasial', 'di', 'iphone', 'yang', 'mana', 'yang', 'akan', 'anda', 'pilih', 'iphone16', 'techupgrade', 'iphone15vs16', 'apple', 'httpstcoyunvfek4rc', 'httpstcowkbfxrslop']","['vs', 'chip', 'a18', 'cepat', 'kamera', 'baterai', 'audio', 'spasial', 'pilih', 'iphone16', 'techupgrade', 'iphone15vs16', 'httpstcoyunvfek4rc', 'httpstcowkbfxrslop']",vs chip a18 cepat kamera baterai audio spasial pilih iphone16 techupgrade iphone15vs16 httpstcoyunvfek4rc httpstcowkbfxrslop,," iPhone 15 vs. iPhone 16: Chip A18 lebih cepat, kamera lebih baik, baterai lebih lama, dan audio spasial di iPhone 16! Yang mana yang akan Anda pilih? #iPhone16 #TechUpgrade #iPhone15vs16 #Apple https://t.co/YuNVFek4RC https://t.co/WkbFXrslOp ",0,0,0,0,2,0,2,2,0,0,2,0
"Action Button iPhone 16 sulit diakses tanpa latihan,  akses Action Button tanpa melihat tombol tetap butuh pembiasaan dan latihan,  tidak langsung intuitif.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"action button iphone 16 sulit diakses tanpa latihan,  akses action button tanpa melihat tombol tetap butuh pembiasaan dan latihan,  tidak langsung intuitif.",action button iphone  sulit diakses tanpa latihan  akses action button tanpa melihat tombol tetap butuh pembiasaan dan latihan  tidak langsung intuitif,action button iphone sulit diakses tanpa latihan akses action button tanpa melihat tombol tetap butuh pembiasaan dan latihan tidak langsung intuitif,"['action', 'button', 'iphone', 'sulit', 'diakses', 'tanpa', 'latihan', 'akses', 'action', 'button', 'tanpa', 'melihat', 'tombol', 'tetap', 'butuh', 'pembiasaan', 'dan', 'latihan', 'tidak', 'langsung', 'intuitif']","['action', 'button', 'sulit', 'diakses', 'latihan', 'akses', 'action', 'button', 'tombol', 'butuh', 'pembiasaan', 'latihan', 'langsung', 'intuitif']",action button sulit akses latih akses action button tombol butuh biasa latih langsung intuitif,,"Action Button iPhone 16 sulit diakses tanpa latihan,  akses Action Button tanpa melihat tombol tetap butuh pembiasaan dan latihan,  tidak langsung intuitif. ",0,0,0,0,0,0,0,0,0,1,0,0
"Output low light iPhone 16 tetap banyak noise, foto malam masih kurang jernih dan detail, masih blur.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"output low light iphone 16 tetap banyak noise, foto malam masih kurang jernih dan detail, masih blur.",output low light iphone  tetap banyak noise foto malam masih kurang jernih dan detail masih blur,output low light iphone tetap banyak noise foto malam masih kurang jernih dan detail masih blur,"['output', 'low', 'light', 'iphone', 'tetap', 'banyak', 'noise', 'foto', 'malam', 'masih', 'kurang', 'jernih', 'dan', 'detail', 'masih', 'blur']","['output', 'low', 'light', 'noise', 'foto', 'malam', 'jernih', 'detail', 'blur']",output low light noise foto malam jernih detail blur,,"Output low light iPhone 16 tetap banyak noise, foto malam masih kurang jernih dan detail, masih blur. ",0,0,0,0,0,0,1,0,0,0,0,0
@UTDTrey @CFC_Janty Lol Abad ke-21 dengan safari jaringan iPhone 16 5G Anda terpasang dan media sosial penuh,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,@utdtrey @cfc_janty lol abad ke-21 dengan safari jaringan iphone 16 5g anda terpasang dan media sosial penuh,utdtrey cfcjanty lol abad ke21 dengan safari jaringan iphone   anda terpasang dan media sosial penuh,utdtrey cfcjanty lol abad ke21 dengan safari jaringan iphone anda terpasang dan media sosial penuh,"['utdtrey', 'cfcjanty', 'lol', 'abad', 'ke21', 'dengan', 'safari', 'jaringan', 'iphone', 'anda', 'terpasang', 'dan', 'media', 'sosial', 'penuh']","['utdtrey', 'cfcjanty', 'lol', 'abad', 'ke21', 'safari', 'jaringan', 'terpasang', 'media', 'sosial', 'penuh']",utdtrey cfcjanty lol abad ke21 safari jaring pasang media sosial penuh,,@UTDTrey @CFC_Janty Lol Abad ke-21 dengan safari jaringan iPhone 16 5G Anda terpasang dan media sosial penuh ,0,0,0,0,0,0,0,0,0,0,0,0
"Mode pesawat iPhone 16  mematikan semua koneksi,  gak bisa internetan atau terima telpon,  gak praktis kalau mau hemat baterai tapi tetep butuh koneksi.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"mode pesawat iphone 16  mematikan semua koneksi,  gak bisa internetan atau terima telpon,  gak praktis kalau mau hemat baterai tapi tetep butuh koneksi.",mode pesawat iphone   mematikan semua koneksi  gak bisa internetan atau terima telpon  gak praktis kalau mau hemat baterai tapi tetep butuh koneksi,mode pesawat iphone mematikan semua koneksi enggak bisa internetan atau terima telpon enggak praktis kalau mau hemat baterai tapi tetap butuh koneksi,"['mode', 'pesawat', 'iphone', 'mematikan', 'semua', 'koneksi', 'enggak', 'bisa', 'internetan', 'atau', 'terima', 'telpon', 'enggak', 'praktis', 'kalau', 'mau', 'hemat', 'baterai', 'tapi', 'tetap', 'butuh', 'koneksi']","['mode', 'pesawat', 'mematikan', 'koneksi', 'internetan', 'terima', 'telpon', 'praktis', 'hemat', 'baterai', 'butuh', 'koneksi']",mode pesawat mati koneksi internetan terima telpon praktis hemat baterai butuh koneksi,,"Mode pesawat iPhone 16  mematikan semua koneksi,  gak bisa internetan atau terima telpon,  gak praktis kalau mau hemat baterai tapi tetep butuh koneksi. ",0,0,0,0,0,0,0,0,0,0,1,0
"Desain bodi iPhone 16 ini failed, Apple udah gak mampu bikin desain yang bagus lagi. Kreativitasnya udah habis.",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"desain bodi iphone 16 ini failed, apple udah gak mampu bikin desain yang bagus lagi. kreativitasnya udah habis.",desain bodi iphone  ini failed apple udah gak mampu bikin desain yang bagus lagi kreativitasnya udah habis,desain bodi iphone ini failed apple sudah enggak mampu bikin desain yang bagus lagi kreativitasnya sudah habis,"['desain', 'bodi', 'iphone', 'ini', 'failed', 'apple', 'sudah', 'enggak', 'mampu', 'bikin', 'desain', 'yang', 'bagus', 'lagi', 'kreativitasnya', 'sudah', 'habis']","['desain', 'bodi', 'failed', 'bikin', 'desain', 'bagus', 'kreativitasnya', 'habis']",desain bodi failed bikin desain bagus kreativitas habis,,"Desain bodi iPhone 16 ini failed, Apple udah gak mampu bikin desain yang bagus lagi. Kreativitasnya udah habis. ",0,1,0,0,0,0,0,0,0,0,0,0
"Output kamera iPhone 16 sulit diedit, file foto dan video kurang fleksibel dan sulit diedit di beberapa aplikasi editing, raw material kurang bagus.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"output kamera iphone 16 sulit diedit, file foto dan video kurang fleksibel dan sulit diedit di beberapa aplikasi editing, raw material kurang bagus.",output kamera iphone  sulit diedit file foto dan video kurang fleksibel dan sulit diedit di beberapa aplikasi editing raw material kurang bagus,output kamera iphone sulit diedit file foto dan video kurang fleksibel dan sulit diedit di beberapa aplikasi editing raw material kurang bagus,"['output', 'kamera', 'iphone', 'sulit', 'diedit', 'file', 'foto', 'dan', 'video', 'kurang', 'fleksibel', 'dan', 'sulit', 'diedit', 'di', 'beberapa', 'aplikasi', 'editing', 'raw', 'material', 'kurang', 'bagus']","['output', 'kamera', 'sulit', 'diedit', 'file', 'foto', 'video', 'fleksibel', 'sulit', 'diedit', 'aplikasi', 'editing', 'raw', 'material', 'bagus']",output kamera sulit edit file foto video fleksibel sulit edit aplikasi editing raw material bagus,,"Output kamera iPhone 16 sulit diedit, file foto dan video kurang fleksibel dan sulit diedit di beberapa aplikasi editing, raw material kurang bagus. ",0,0,0,0,0,0,1,0,0,0,0,0
"Tampilan IOS 18 iPhone 16 ini too clean, sterile and impersonal, lack of personalization options.",0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"tampilan ios 18 iphone 16 ini too clean, sterile and impersonal, lack of personalization options.",tampilan ios  iphone  ini too clean sterile and impersonal lack of personalization options,tampilan ios iphone ini too clean sterile and impersonal lack of personalization options,"['tampilan', 'ios', 'iphone', 'ini', 'too', 'clean', 'sterile', 'and', 'impersonal', 'lack', 'of', 'personalization', 'options']","['tampilan', 'ios', 'too', 'clean', 'sterile', 'and', 'impersonal', 'lack', 'of', 'personalization', 'options']",tampil ios too clean sterile and impersonal lack of personalization options,,"Tampilan IOS 18 iPhone 16 ini too clean, sterile and impersonal, lack of personalization options. ",0,0,0,1,0,0,0,0,0,0,0,0
